,r0_discrim_IES_125,r0_discrim_IES_250,r0_discrim_IES_1000,r1_discrim_IES_125,r1_discrim_IES_250,r1_discrim_IES_1000,r0_VE_IES_125,r0_VE_IES_250,r0_VE_IES_1000,r1_VE_IES_125,r1_VE_IES_250,r1_VE_IES_1000
r0_discrim_IES_125,1.0,0.7131528284474261,0.6214202142204773,0.796120601291211,0.7104811737752659,0.6238320684823949,0.25548784261818586,0.2891861444332751,0.31495292864556357,0.2567537936073161,0.2877015401429623,0.3165670100425674
r0_discrim_IES_250,0.7131528284474261,1.0,0.5947632920867361,0.711305966932605,0.75350341151926,0.5972347552186908,0.16851908466689766,0.24458275425784368,0.30017272434029485,0.1699853774128328,0.24731394656462588,0.30186510096629016
r0_discrim_IES_1000,0.6214202142204773,0.5947632920867361,1.0,0.6184018512226407,0.5925319690323185,0.6939857796145434,0.29112025705025446,0.3862982021543019,0.3914359948429924,0.29365926518118496,0.384876922363815,0.3909422409676822
r1_discrim_IES_125,0.796120601291211,0.711305966932605,0.6184018512226407,1.0,0.7084093984044907,0.6212995603950318,0.25658106491957267,0.2910220341129515,0.31401966247096086,0.25827341527173314,0.2895909241935527,0.31673179367042326
r1_discrim_IES_250,0.7104811737752659,0.75350341151926,0.5925319690323185,0.7084093984044907,1.0,0.5934819290319876,0.1664549216593977,0.2479364908733554,0.30145178888897883,0.16855420773447902,0.2409867274458184,0.3029821186688891
r1_discrim_IES_1000,0.6238320684823949,0.5972347552186908,0.6939857796145434,0.6212995603950318,0.5934819290319876,1.0,0.2931038966633123,0.38457892286439954,0.38909935715480803,0.2942637240372296,0.38322982947820666,0.3926585715489013
r0_VE_IES_125,0.25548784261818586,0.16851908466689766,0.29112025705025446,0.25658106491957267,0.1664549216593977,0.2931038966633123,1.0,0.466496922077601,0.4002236046958334,0.4063822053349277,0.45999100265661635,0.4015286559165447
r0_VE_IES_250,0.2891861444332751,0.24458275425784368,0.3862982021543019,0.2910220341129515,0.2479364908733554,0.38457892286439954,0.466496922077601,1.0,0.4410546739756706,0.4603885301462951,0.48585463672564955,0.4396773047950045
r0_VE_IES_1000,0.31495292864556357,0.30017272434029485,0.3914359948429924,0.31401966247096086,0.30145178888897883,0.38909935715480803,0.4002236046958334,0.4410546739756706,1.0,0.4004791485348499,0.4389282522023117,0.38846011653559315
r1_VE_IES_125,0.2567537936073161,0.1699853774128328,0.29365926518118496,0.25827341527173314,0.16855420773447902,0.2942637240372296,0.4063822053349277,0.4603885301462951,0.4004791485348499,1.0,0.47291052791510774,0.40685112852068095
r1_VE_IES_250,0.2877015401429623,0.24731394656462588,0.384876922363815,0.2895909241935527,0.2409867274458184,0.38322982947820666,0.45999100265661635,0.48585463672564955,0.4389282522023117,0.47291052791510774,1.0,0.44480422676354864
r1_VE_IES_1000,0.3165670100425674,0.30186510096629016,0.3909422409676822,0.31673179367042326,0.3029821186688891,0.3926585715489013,0.4015286559165447,0.4396773047950045,0.38846011653559315,0.40685112852068095,0.44480422676354864,1.0
